chrom	left	right	max_coverage	gene_id	strand	pval	height	gene_name	Fold change SP/OO GL	Classification OO/SP GL	Oo. expression	Sp. expression	Wormbase ID	Program	WB ID	biotype	chrm	location
III	8172389	8172420	3	WBGene00004187	+	0	3.0	prp-8	0.05280787	Gender Neutral	84.3858	84.1255	WBGene00004187	Oogenic only	WBGene00004187	protein_coding	III	3'UTR
X	15101974	15102016	4	WBGene00008605	-	0	4.0	mlt-9					WBGene00008605	Oogenic only	WBGene00008605	protein_coding	X	3'UTR
III	10405269	10405325	2	WBGene00044069	-	0	2.0	hat-1	-0.7151836	Gender Neutral	152.108	91.804	WBGene00044069	Oogenic only	WBGene00044069	protein_coding	III	3'UTR
V	1262691	1262750	4	WBGene00004266	-	0	4.0	rab-1	0.6343439	Gender Neutral	249.582	368.181	WBGene00004266	Oogenic and Spermatogenic	WBGene00004266	protein_coding	V	3'UTR
V	1262822	1262918	2	WBGene00004266	-	0	2.0	rab-1	0.6343439	Gender Neutral	249.582	368.181	WBGene00004266	Oogenic and Spermatogenic	WBGene00004266	protein_coding	V	3'UTR
II	3920245	3920290	2	WBGene00018756	-	0	2.0	F53C3.13	-0.3912452	Gender Neutral	105.233	81.6872	WBGene00018756	Oogenic and Spermatogenic	WBGene00018756	protein_coding	II	3'UTR
III	5448242	5448300	4	WBGene00018613	-	0	4.0	skpt-1	-0.9921353	Gender Neutral	116.932	58.821	WBGene00018613	Oogenic only	WBGene00018613	protein_coding	III	5'UTR
III	5726838	5726880	2	WBGene00006943	+	0	2.0	wrm-1	-0.7552742	Gender Neutral	53.0161	30.5883	WBGene00006943	Oogenic and Spermatogenic	WBGene00006943	protein_coding	III	3'UTR
III	5726989	5727041	3	WBGene00006943	+	0	3.0	wrm-1	-0.7552742	Gender Neutral	53.0161	30.5883	WBGene00006943	Oogenic and Spermatogenic	WBGene00006943	protein_coding	III	3'UTR
IV	10777563	10777639	4	WBGene00012015	+	0	4.0	T25B9.9	0.3941848	Gender Neutral	135.005	171.251	WBGene00012015	Oogenic and Spermatogenic	WBGene00012015	protein_coding	IV	3'UTR
IV	10777662	10777715	2	WBGene00012015	+	0	2.0	T25B9.9	0.3941848	Gender Neutral	135.005	171.251	WBGene00012015	Oogenic and Spermatogenic	WBGene00012015	protein_coding	IV	3'UTR
IV	11377468	11377532	4	WBGene00010351	+	0	4.0	cbd-1	-3.914479	Oogenic	0.0	58.9932	WBGene00010351	Oogenic only	WBGene00010351	protein_coding	IV	3'UTR
I	4635425	4635473	2	WBGene00016653	+	0	2.0	C44E4.4					WBGene00016653	Oogenic and Spermatogenic	WBGene00016653	protein_coding	I	3'UTR
I	4635531	4635586	3	WBGene00016653	+	0	3.0	C44E4.4					WBGene00016653	Oogenic and Spermatogenic	WBGene00016653	protein_coding	I	3'UTR
V	15547875	15547922	3	WBGene00014353	-	0	3.0	F28F8.t4					WBGene00014353		WBGene00014353	tRNA	V	ncRNA
I	6719288	6719355	4	WBGene00020709	+	0	4.0	T23B3.1	0.2097334	Gender Neutral	76.4338	92.1987	WBGene00020709	Oogenic only	WBGene00020709	protein_coding	I	3'UTR
II	6493609	6493683	2	WBGene00020894	+	0	2.0	T28D9.1	0.7253296	Gender Neutral	491.718	778.792	WBGene00020894	Oogenic and Spermatogenic	WBGene00020894	protein_coding	II	3'UTR
V	9164293	9164335	3	WBGene00000599	-	0	3.0	col-10	0.1617421	Gender Neutral	11.3949	13.1837	WBGene00000599	Oogenic and Spermatogenic	WBGene00000599	protein_coding	V	3'UTR
I	10227354	10227398	4	WBGene00000426	-	0	4.0	ced-12	-0.6299904	Gender Neutral	50.1433	30.3166	WBGene00000426	Oogenic only	WBGene00000426	protein_coding	I	5'UTR
III	9004711	9004743	2	WBGene00006977	+	0	2.0	zif-1	-2.347659	Oogenic	109.297	19.4839	WBGene00006977	Oogenic only	WBGene00006977	protein_coding	III	3'UTR
III	5597991	5598041	3	WBGene00000420	+	0	3.0	ced-6	-1.213532	Oogenic	45.4398	13.1494	WBGene00000420	Oogenic only	WBGene00000420	protein_coding	III	3'UTR
III	1062821	1062887	3	WBGene00006697	-	0	3.0	uaf-1	0.1481287	Gender Neutral	107.873	112.348	WBGene00006697	Oogenic only	WBGene00006697	protein_coding	III	3'UTR
I	5872807	5872860	4	WBGene00016421	+	0	4.0	cdc-7	-0.4800682	Gender Neutral	91.3899	63.2678	WBGene00016421	Oogenic and Spermatogenic	WBGene00016421	protein_coding	I	CDS
II	5473502	5473538	3	WBGene00000548	+	0	3.0	clr-1	-0.580213	Gender Neutral	47.2242	30.364	WBGene00000548	Oogenic only	WBGene00000548	protein_coding	II	3'UTR
I	871839	871890	4	WBGene00022388	+	0	4.0	Y95B8A.8	0.1090287	Gender Neutral	63.4473	66.5467	WBGene00022388	Oogenic only	WBGene00022388	protein_coding	I	3'UTR
II	12209590	12209626	3	WBGene00004167	-	0	3.0	pqn-87	-0.5080605	Gender Neutral	117.18	81.2623	WBGene00004167	Oogenic only	WBGene00004167	protein_coding	II	3'UTR
II	9640839	9640873	2	WBGene00001510	-	0	2.0	fzr-1	-0.8896634	Gender Neutral	38.5016	20.224	WBGene00001510	Oogenic only	WBGene00001510	protein_coding	II	3'UTR
V	14527200	14527282	4	WBGene00001834	+	0	4.0	hda-1	-1.49844	Oogenic	153.667	52.753	WBGene00001834	Oogenic only	WBGene00001834	protein_coding	V	3'UTR
III	7986129	7986203	2	WBGene00000542	+	0	2.0	clp-1	-0.8696709	Gender Neutral	48.6605	25.3904	WBGene00000542	Oogenic only	WBGene00000542	protein_coding	III	3'UTR
III	1852749	1852808	2	WBGene00004163	+	0	2.0	pqn-82	-1.439191	Oogenic	23.2623	8.20709	WBGene00004163	Oogenic only	WBGene00004163	protein_coding	III	3'UTR
II	11782095	11782190	3	WBGene00001016	+	0	3.0	dna-2	0.2463722	Gender Neutral	42.0744	48.049	WBGene00001016	Oogenic only	WBGene00001016	protein_coding	II	CDS
IV	6912749	6912811	4	WBGene00020683	+	0	4.0	ribo-1	0.3655734	Gender Neutral	273.379	339.927	WBGene00020683	Oogenic and Spermatogenic	WBGene00020683	protein_coding	IV	3'UTR
IV	14954313	14954354	3	WBGene00012762	-	0	3.0	Y41E3.1	-0.1275946	Gender Neutral	106.033	82.347	WBGene00012762	Oogenic only	WBGene00012762	protein_coding	IV	3'UTR
IV	15025286	15025393	4	WBGene00012765	+	0	4.0	Y41E3.7	0.4989249	Gender Neutral	242.647	334.229	WBGene00012765	Oogenic only	WBGene00012765	protein_coding	IV	3'UTR
IV	15039380	15039420	3	WBGene00012768	+	0	3.0	eef-1B.2	0.1122603	Gender Neutral	717.945	724.129	WBGene00012768	Oogenic and Spermatogenic	WBGene00012768	protein_coding	IV	3'UTR
IV	15049000	15049042	3	WBGene00012769	+	0	3.0	Y41E3.11	-0.6846485	Gender Neutral	69.017	40.8078	WBGene00012769	Oogenic only	WBGene00012769	protein_coding	IV	3'UTR
II	10793718	10793784	4	WBGene00011068	-	0	4.0	set-14	-1.316206	Oogenic	41.4929	16.1907	WBGene00011068	Oogenic only	WBGene00011068	protein_coding	II	3'UTR
III	8975550	8975604	3	WBGene00011146	-	0	3.0	pde-2	-0.4298129	Gender Neutral	70.1956	50.8964	WBGene00011146	Oogenic only	WBGene00011146	protein_coding	III	3'UTR
III	4714166	4714196	3	WBGene00011415	-	0	3.0	him-18	0.1150732	Gender Neutral	49.4544	50.8935	WBGene00011415	Oogenic and Spermatogenic	WBGene00011415	protein_coding	III	CDS
V	6783387	6783445	4	WBGene00004984	-	0	4.0	spn-4	-2.48218	Oogenic	884.695	140.453	WBGene00004984	Oogenic only	WBGene00004984	protein_coding	V	3'UTR
X	10304531	10304581	2	WBGene00009621	+	0	2.0	fipr-21	0.544234	Gender Neutral	32.9342	47.4514	WBGene00009621	Oogenic only	WBGene00009621	protein_coding	X	CDS
IV	5184988	5185034	2	WBGene00020994	+	0	2.0	W03F8.4	-0.09386533	Gender Neutral	151.661	136.019	WBGene00020994	Oogenic only	WBGene00020994	protein_coding	IV	3'UTR
IV	6423316	6423357	4	WBGene00022257	+	0	4.0	puf-11	-2.365214	Oogenic	346.13	64.4523	WBGene00022257	Oogenic only	WBGene00022257	protein_coding	IV	3'UTR
IV	12838541	12838594	2	WBGene00010828	+	0	2.0	M02B1.3	-0.8756172	Gender Neutral	120.097	65.3835	WBGene00010828	Oogenic and Spermatogenic	WBGene00010828	protein_coding	IV	CDS
IV	12840161	12840226	4	WBGene00010828	+	0	4.0	M02B1.3	-0.8756172	Gender Neutral	120.097	65.3835	WBGene00010828	Oogenic and Spermatogenic	WBGene00010828	protein_coding	IV	3'UTR
IV	1410857	1410903	2	WBGene00022310	-	0	2.0	Y77E11A.7	-1.003767	Oogenic	60.7217	29.3104	WBGene00022310	Oogenic only	WBGene00022310	protein_coding	IV	3'UTR
II	7019681	7019729	2	WBGene00016889	-	0	2.0	lst-6	-1.372857	Oogenic	25.8106	9.48541	WBGene00016889	Oogenic only	WBGene00016889	protein_coding	II	CDS
IV	7134436	7134515	4	WBGene00016405	-	0	3.0	hecd-1	0.4032881	Gender Neutral	67.1913	85.8248	WBGene00016405	Oogenic only	WBGene00016405	protein_coding	IV	3'UTR
II	4043135	4043234	4	WBGene00004467	-	0	4.0	rpn-11	-0.6509617	Gender Neutral	313.579	192.966	WBGene00004467	Oogenic only	WBGene00004467	protein_coding	II	3'UTR
III	8447875	8447912	2	WBGene00004460	+	0	2.0	rpn-3	0.20504	Gender Neutral	352.382	387.551	WBGene00004460	Oogenic and Spermatogenic	WBGene00004460	protein_coding	III	CDS
V	4373901	4373934	4	WBGene00017985	-	0	4.0	neg-1					WBGene00017985	Oogenic only	WBGene00017985	protein_coding	V	3'UTR
I	5823095	5823125	2	WBGene00016333	-	0	2.0	C32F10.8	0.1377078	Gender Neutral	198.694	210.309	WBGene00016333	Oogenic and Spermatogenic	WBGene00016333	protein_coding	I	3'UTR
I	10379120	10379185	3	WBGene00009744	+	0	3.0	hpo-35	-0.1487128	Gender Neutral	39.314	33.8987	WBGene00009744	Oogenic only	WBGene00009744	protein_coding	I	3'UTR
III	4753928	4753980	2	WBGene00004469	-	0	2.0	rps-0	0.3217519	Gender Neutral	2915.13	3525.82	WBGene00004469	Oogenic and Spermatogenic	WBGene00004469	protein_coding	III	CDS
IV	6786957	6787001	3	WBGene00015928	-	0	3.0	C17H12.2	0.05881882	Gender Neutral	107.692	108.842	WBGene00015928	Oogenic only	WBGene00015928	protein_coding	IV	3'UTR
IV	396348	396403	3	WBGene00020297	+	0	3.0	T07A9.9					WBGene00020297	Oogenic only	WBGene00020297	protein_coding	IV	3'UTR
IV	1817446	1817486	2	WBGene00000683	-	0	2.0	col-109					WBGene00000683		WBGene00000683	protein_coding	IV	3'UTR
IV	2197963	2198023	2	WBGene00022134	+	0	2.0	Y71G10AL.1	0.5296841	Gender Neutral	61.2653	82.8128	WBGene00022134	Oogenic only	WBGene00022134	protein_coding	IV	3'UTR
I	6231501	6231535	3	WBGene00020350	-	0	3.0	T08B2.12	10.10145	Spermatogenic	1.61215	1996.42	WBGene00020350	Spermatogenic only	WBGene00020350	protein_coding	I	3'UTR
I	14118465	14118505	4	WBGene00013407	+	0	4.0	Y63D3A.8	0.522856	Gender Neutral	24.3392	32.7992	WBGene00013407	Oogenic only	WBGene00013407	protein_coding	I	3'UTR
III	7641115	7641146	2	WBGene00022817	-	0	2.0	upp-1	-0.02654336	Gender Neutral	118.852	115.179	WBGene00022817	Oogenic and Spermatogenic	WBGene00022817	protein_coding	III	3'UTR
I	8095170	8095216	2	WBGene00004378	+	0	2.0	rme-8	-1.074374	Oogenic	37.2811	16.8341	WBGene00004378	Oogenic only	WBGene00004378	protein_coding	I	3'UTR
I	6220399	6220445	2	WBGene00004486	-	0	2.0	rps-17	0.6464108	Gender Neutral	3500.02	5235.39	WBGene00004486	Oogenic and Spermatogenic	WBGene00004486	protein_coding	I	CDS
IV	14825950	14826006	4	WBGene00004487	+	0	4.0	rps-18	0.5336033	Gender Neutral	3265.7	4543.02	WBGene00004487	Oogenic and Spermatogenic	WBGene00004487	protein_coding	IV	CDS
IV	3386800	3386841	3	WBGene00015248	+	0	3.0	mai-2	0.7269415	Gender Neutral	497.449	779.463	WBGene00015248	Oogenic and Spermatogenic	WBGene00015248	protein_coding	IV	3'UTR
IV	7316774	7316840	2	WBGene00194997	+	0	2.0	F42C5.12					WBGene00194997		WBGene00194997	snRNA	IV	ncRNA
II	12092626	12092670	3	WBGene00012468	-	0	3.0	Y17G7B.17	0.2049292	Gender Neutral	53.5569	62.1932	WBGene00012468	Oogenic and Spermatogenic	WBGene00012468	protein_coding	II	3'UTR
III	4894848	4894877	2	WBGene00003598	-	0	2.0	nhl-2	-1.446086	Oogenic	62.4778	22.8963	WBGene00003598	Oogenic and Spermatogenic	WBGene00003598	protein_coding	III	3'UTR
IV	12446086	12446129	3	WBGene00001085	-	0	3.0	dpy-26	0.5192637	Gender Neutral	49.8692	68.5003	WBGene00001085	Oogenic only	WBGene00001085	protein_coding	IV	3'UTR
II	11260113	11260177	4	WBGene00011464	-	0	4.0	T05B9.1	-1.510159	Oogenic	400.926	136.347	WBGene00011464	Oogenic only	WBGene00011464	protein_coding	II	3'UTR
II	7542651	7542701	2	WBGene00003592	+	0	2.0	nfi-1	-0.8294205	Gender Neutral	40.516	22.0954	WBGene00003592	Oogenic only	WBGene00003592	protein_coding	II	3'UTR
V	17936647	17936696	2	WBGene00001080	-	0	2.0	dpy-21	-0.4751536	Gender Neutral	14.8889	10.4266	WBGene00001080	Oogenic only	WBGene00001080	ncRNA	V	3'UTR
IV	5033314	5033361	3	WBGene00015629	-	0	3.0	C09B9.4					WBGene00015629	Spermatogenic only	WBGene00015629	protein_coding	IV	5'UTR
III	5828756	5828824	4	WBGene00007016	-	0	4.0	mdt-15	-0.1685844	Gender Neutral	40.3473	35.1182	WBGene00007016	Oogenic only	WBGene00007016	protein_coding	III	3'UTR
III	5829166	5829220	3	WBGene00007016	-	0	3.0	mdt-15	-0.1685844	Gender Neutral	40.3473	35.1182	WBGene00007016	Oogenic only	WBGene00007016	protein_coding	III	3'UTR
III	5829388	5829439	2	WBGene00007016	-	0	2.0	mdt-15	-0.1685844	Gender Neutral	40.3473	35.1182	WBGene00007016	Oogenic only	WBGene00007016	protein_coding	III	3'UTR
V	11769215	11769259	3	WBGene00004768	+	0	3.0	sel-11	-0.1132911	Gender Neutral	109.542	99.2102	WBGene00004768	Oogenic only	WBGene00004768	protein_coding	V	CDS
IV	9439206	9439272	4	WBGene00010317	-	0	4.0	idh-1	-0.4402476	Gender Neutral	227.775	152.382	WBGene00010317	Oogenic and Spermatogenic	WBGene00010317	protein_coding	IV	3'UTR
II	11531470	11531513	2	WBGene00007013	-	0	2.0	mdt-8	-1.310815	Oogenic	90.7689	36.2541	WBGene00007013	Oogenic only	WBGene00007013	protein_coding	II	CDS
MtDNA	5429	5502	4	WBGene00000829	+	0	4.0	ctb-1					WBGene00000829	Spermatogenic only	WBGene00000829	protein_coding	MtDNA	CDS
III	10214963	10215020	4	WBGene00000833	-	0	4.0	cts-1	0.6061045	Gender Neutral	510.056	745.58	WBGene00000833	Oogenic and Spermatogenic	WBGene00000833	protein_coding	III	3'UTR
IV	121853	121924	4	WBGene00017929	-	0	4.0	grld-1	-0.6256015	Gender Neutral	63.4008	39.3173	WBGene00017929	Oogenic only	WBGene00017929	protein_coding	IV	3'UTR
II	6715892	6715920	2	WBGene00001064	+	0	2.0	dpy-2					WBGene00001064		WBGene00001064	protein_coding	II	3'UTR
II	11305584	11305618	2	WBGene00011994	+	0	2.0	samp-1	-0.5804119	Gender Neutral	103.992	67.5471	WBGene00011994	Oogenic and Spermatogenic	WBGene00011994	protein_coding	II	3'UTR
I	7259220	7259258	3	WBGene00002348	-	0	3.0	myo-1	0.4178075	Gender Neutral	0.148658	0.17752	WBGene00002348	Oogenic and Spermatogenic	WBGene00002348	protein_coding	I	3'UTR
IV	13355598	13355750	3	WBGene00003230	+	0	3.0	mex-5	-1.5942	Oogenic	688.233	218.346	WBGene00003230	Oogenic only	WBGene00003230	protein_coding	IV	3'UTR
IV	13356003	13356048	3	WBGene00003230	+	0	3.0	mex-5	-1.5942	Oogenic	688.233	218.346	WBGene00003230	Oogenic only	WBGene00003230	protein_coding	IV	3'UTR
II	9525970	9526005	4	WBGene00003231	+	0	4.0	mex-6	-2.292356	Oogenic	324.37	62.5994	WBGene00003231	Oogenic only	WBGene00003231	protein_coding	II	3'UTR
IV	11081195	11081275	2	WBGene00002344	-	0	2.0	let-70	-0.05228542	Gender Neutral	794.469	734.473	WBGene00002344	Oogenic and Spermatogenic	WBGene00002344	protein_coding	IV	3'UTR
IV	11081277	11081315	2	WBGene00002344	-	0	2.0	let-70	-0.05228542	Gender Neutral	794.469	734.473	WBGene00002344	Oogenic and Spermatogenic	WBGene00002344	protein_coding	IV	3'UTR
IV	11081345	11081405	2	WBGene00002344	-	0	2.0	let-70	-0.05228542	Gender Neutral	794.469	734.473	WBGene00002344	Oogenic and Spermatogenic	WBGene00002344	protein_coding	IV	3'UTR
III	8911437	8911471	2	WBGene00006768	+	0	2.0	unc-32	0.3086272	Gender Neutral	68.4012	82.1079	WBGene00006768	Oogenic only	WBGene00006768	protein_coding	III	3'UTR
IV	10027613	10027668	3	WBGene00009681	-	0	3.0	gipc-2	9.26244	Spermatogenic	2.83284	2221.65	WBGene00009681	Spermatogenic only	WBGene00009681	protein_coding	IV	5'UTR
IV	11063535	11063565	3	WBGene00012382	-	0	3.0	ttr-16	-0.5693405	Gender Neutral	16.1152	11.7162	WBGene00012382	Oogenic and Spermatogenic	WBGene00012382	protein_coding	IV	3'UTR
IV	14822542	14822608	2	WBGene00013311	-	0	2.0	sec-61	0.2974875	Gender Neutral	413.745	511.917	WBGene00013311	Oogenic and Spermatogenic	WBGene00013311	protein_coding	IV	3'UTR
IV	14822613	14822663	4	WBGene00013311	-	0	4.0	sec-61	0.2974875	Gender Neutral	413.745	511.917	WBGene00013311	Oogenic and Spermatogenic	WBGene00013311	protein_coding	IV	3'UTR
IV	14822722	14822821	2	WBGene00013311	-	0	2.0	sec-61	0.2974875	Gender Neutral	413.745	511.917	WBGene00013311	Oogenic and Spermatogenic	WBGene00013311	protein_coding	IV	3'UTR
IV	14823485	14823534	2	WBGene00013311	-	0	2.0	sec-61	0.2974875	Gender Neutral	413.745	511.917	WBGene00013311	Oogenic and Spermatogenic	WBGene00013311	protein_coding	IV	CDS
III	4879415	4879463	3	WBGene00000204	+	0	3.0	arx-6	-0.5970403	Gender Neutral	109.522	70.8867	WBGene00000204	Oogenic only	WBGene00000204	protein_coding	III	3'UTR
X	4471254	4471311	4	WBGene00000207	+	0	4.0	asb-2	0.45572	Gender Neutral	51.0837	68.4835	WBGene00000207	Oogenic and Spermatogenic	WBGene00000207	protein_coding	X	3'UTR
II	11698347	11698403	4	WBGene00012148	-	0	4.0	inos-1	-1.225029	Oogenic	78.5364	33.0021	WBGene00012148	Oogenic and Spermatogenic	WBGene00012148	protein_coding	II	3'UTR
I	6901130	6901243	4	WBGene00004879	-	0	4.0	smg-1	0.8215304	Gender Neutral	17.941	29.9844	WBGene00004879	Oogenic only	WBGene00004879	protein_coding	I	3'UTR
II	10497590	10497645	3	WBGene00004134	-	0	3.0	pqn-47	-3.708788	Oogenic	6.20625	0.405968	WBGene00004134	Oogenic only	WBGene00004134	protein_coding	II	3'UTR
III	9231514	9231554	2	WBGene00011962	-	0	2.0	T23G5.2	0.2576843	Gender Neutral	84.9732	98.5153	WBGene00011962	Oogenic only	WBGene00011962	protein_coding	III	3'UTR
X	5970772	5970809	3	WBGene00002190	-	0	3.0	kin-2	0.07354698	Gender Neutral	9.57519	9.30603	WBGene00002190	Oogenic only	WBGene00002190	protein_coding	X	3'UTR
I	531964	532001	3	WBGene00022033	+	0	3.0	Y65B4BL.1	-1.295315	Oogenic	2.59067	0.710661	WBGene00022033	Oogenic only	WBGene00022033	protein_coding	I	CDS
V	20408304	20408354	3	WBGene00010006	-	0	3.0	F53H2.3	-1.079838	Oogenic	24.9514	11.5675	WBGene00010006	Oogenic only	WBGene00010006	ncRNA	V	5'UTR
I	511197	511295	4	WBGene00022037	-	0	4.0	acs-13	-2.009329	Oogenic	273.416	66.3721	WBGene00022037	Oogenic only	WBGene00022037	protein_coding	I	3'UTR
II	13014453	13014497	2	WBGene00003144	-	0	2.0	max-2	-0.5316971	Gender Neutral	105.124	71.211	WBGene00003144	Oogenic only	WBGene00003144	protein_coding	II	3'UTR
II	13014588	13014637	4	WBGene00003144	-	0	4.0	max-2	-0.5316971	Gender Neutral	105.124	71.211	WBGene00003144	Oogenic only	WBGene00003144	protein_coding	II	3'UTR
I	9440901	9440949	2	WBGene00007647	+	0	2.0	C17E4.10	-0.8931388	Gender Neutral	57.0276	29.5736	WBGene00007647	Oogenic only	WBGene00007647	protein_coding	I	3'UTR
I	4451266	4451319	3	WBGene00016566	-	0	3.0	eri-7	-1.366988	Oogenic	26.4641	9.56816	WBGene00016566	Oogenic only	WBGene00016566	protein_coding	I	3'UTR
IV	8294231	8294311	2	WBGene00019504	+	0	2.0	K07H8.2	-1.329568	Oogenic	144.296	55.4143	WBGene00019504	Oogenic only	WBGene00019504	protein_coding	IV	CDS
IV	8294377	8294423	2	WBGene00019504	+	0	2.0	K07H8.2	-1.329568	Oogenic	144.296	55.4143	WBGene00019504	Oogenic only	WBGene00019504	protein_coding	IV	3'UTR
V	9746237	9746273	3	WBGene00077697	+	0	3.0	F58E6.13					WBGene00077697	Oogenic only	WBGene00077697	protein_coding	V	CDS
III	10354905	10354980	2	WBGene00011560	+	0	2.0	T07C4.3	-0.980928	Gender Neutral	185.982	90.7024	WBGene00011560	Oogenic only	WBGene00011560	protein_coding	III	3'UTR
III	10537501	10537542	3	WBGene00001993	+	0	3.0	hpd-1	0.6606823	Gender Neutral	6.2038	9.46416	WBGene00001993	Oogenic and Spermatogenic	WBGene00001993	protein_coding	III	3'UTR
V	12607191	12607246	2	WBGene00007588	+	0	2.0	C14C10.5	-0.8019378	Gender Neutral	75.5712	42.387	WBGene00007588	Oogenic only	WBGene00007588	protein_coding	V	3'UTR
IV	13614369	13614406	2	WBGene00007461	-	0	2.0	C08F11.14	9.794268	Spermatogenic	0.0169033	27.8599	WBGene00007461	Spermatogenic only	WBGene00007461	pseudogene	IV	ncRNA
V	12045255	12045316	4	WBGene00008645	+	0	4.0	F10C2.4	-0.1278451	Gender Neutral	72.1781	62.7522	WBGene00008645	Oogenic only	WBGene00008645	protein_coding	V	3'UTR
II	9886554	9886632	4	WBGene00007463	-	0	4.0	C08H9.2	0.5900823	Gender Neutral	197.236	286.607	WBGene00007463	Oogenic and Spermatogenic	WBGene00007463	protein_coding	II	3'UTR
II	9886647	9886704	4	WBGene00007463	-	0	4.0	C08H9.2	0.5900823	Gender Neutral	197.236	286.607	WBGene00007463	Oogenic and Spermatogenic	WBGene00007463	protein_coding	II	3'UTR
IV	17285895	17285943	3	WBGene00044067	-	0	3.0	hke-4.1	0.4472505	Gender Neutral	78.5342	105.461	WBGene00044067	Oogenic only	WBGene00044067	protein_coding	IV	3'UTR
I	9982483	9982526	2	WBGene00006379	-	0	2.0	sys-1	-0.9719077	Gender Neutral	20.4247	9.64183	WBGene00006379	Oogenic only	WBGene00006379	protein_coding	I	CDS
II	8812078	8812109	2	WBGene00009783	+	0	2.0	rer-1	0.9614437	Gender Neutral	110.67	199.023	WBGene00009783	Oogenic only	WBGene00009783	protein_coding	II	CDS
I	7301127	7301169	2	WBGene00008765	-	0	2.0	ttx-7	-0.07000427	Gender Neutral	95.5429	90.1131	WBGene00008765	Oogenic only	WBGene00008765	protein_coding	I	3'UTR
I	7300134	7300182	2	WBGene00008764	-	0	2.0	dylt-1	0.2465072	Gender Neutral	157.626	184.23	WBGene00008764	Oogenic only	WBGene00008764	protein_coding	I	3'UTR
I	7300244	7300280	2	WBGene00008764	-	0	2.0	dylt-1	0.2465072	Gender Neutral	157.626	184.23	WBGene00008764	Oogenic only	WBGene00008764	protein_coding	I	3'UTR
I	6053988	6054031	2	WBGene00016156	-	0	2.0	C27A12.6	-0.6315617	Gender Neutral	56.8232	33.5208	WBGene00016156	Oogenic only	WBGene00016156	protein_coding	I	3'UTR
II	10179808	10179858	3	WBGene00009365	+	0	3.0	F33H1.4	-1.067325	Oogenic	54.4798	25.0332	WBGene00009365	Oogenic only	WBGene00009365	protein_coding	II	3'UTR
I	3001381	3001415	3	WBGene00021839	-	0	3.0	nduf-5	0.6966008	Gender Neutral	227.311	347.076	WBGene00021839	Oogenic only	WBGene00021839	protein_coding	I	3'UTR
IV	294649	294687	3	WBGene00019298	-	0	3.0	K02D7.1	3.790246	Spermatogenic	5.26343	62.31	WBGene00019298	Spermatogenic only	WBGene00019298	protein_coding	IV	CDS
III	8994769	8994829	4	WBGene00010307	-	0	4.0	skat-1					WBGene00010307	Oogenic only	WBGene00010307	protein_coding	III	3'UTR
III	8994899	8994950	2	WBGene00010307	-	0	2.0	skat-1					WBGene00010307	Oogenic only	WBGene00010307	protein_coding	III	3'UTR
I	13353125	13353188	3	WBGene00012734	+	0	3.0	Y40B1A.3	-0.5181082	Gender Neutral	21.193	14.5652	WBGene00012734	Oogenic and Spermatogenic	WBGene00012734	protein_coding	I	CDS
III	10746774	10746899	4	WBGene00004302	-	0	4.0	ran-1	-0.4744017	Gender Neutral	1009.5	697.488	WBGene00004302	Oogenic and Spermatogenic	WBGene00004302	protein_coding	III	3'UTR
II	11731052	11731098	3	WBGene00000114	+	0	3.0	alh-8	0.9221362	Gender Neutral	97.3569	173.672	WBGene00000114	Oogenic and Spermatogenic	WBGene00000114	protein_coding	II	3'UTR
II	11731157	11731198	3	WBGene00000114	+	0	3.0	alh-8	0.9221362	Gender Neutral	97.3569	173.672	WBGene00000114	Oogenic and Spermatogenic	WBGene00000114	protein_coding	II	3'UTR
